OID,NDVI_center,Building_Coverage,Weighted_Height,SPEED_M_s_,ALT_M_,NR_TAC,NR_PCI,Base_Central_frequency_point,Base_Electronic_downtilt,Base_Mechanical_downtilt,Base_Power,Match_Dist,DEM_center,True_3D_Dist,Building_Coverage,Match_Angle_sin,Match_Angle_cos,Base_Direction_angle_sin,Base_Direction_angle_cos,NR_BAND_enc,Base_Bandwidth_enc,log_Match_Dist,log_True_3D_Dist,Power_to_Dist_ratio,Match_Dist_bin,SS_RSRP
7148,0.235984996,0.138287718,14.78858997,34.76333333,201.3333333,10121472,119,636664,6,4,24,190.6152634,219,196.2533333,0.05755538,-0.347408417,-0.937713918,0.984807753,0.173648178,1,0,5.255489525,5.284488858,0.12590807,1,-61
7149,0.197647005,0.41401844,12.62355282,29.4225,207,10121472,119,636664,6,3,24,292.7441091,220,296.6025,0.072582223,0.900320724,-0.435227059,-0.64278761,0.766044443,1,0,5.682709011,5.695758703,0.081982862,3,-74.75
7150,0.189135,0.039590551,10,28.555,203.75,10121472,119,636664,6,4,24,234.1564359,220,238.6225,0.114154062,-0.269472005,-0.963008223,0.984807753,0.173648178,1,0,5.460250977,5.479064768,0.102495581,2,-68.5
7151,0.190282002,0,0,16.94928571,202.1428571,10121472,119,636664,6,4,24,242.9367424,220,247.4692857,0.103030664,-0.53332681,-0.845909282,0.984807753,0.173648178,1,0,5.496908939,5.515319239,0.098791149,2,-64.28571429
7152,0.187740996,0,0,29.514,199.4,10121472,119,636664,6,4,24,246.7247819,218,252.296,0.077486523,0.159023382,-0.987274817,0.984807753,0.173648178,1,0,5.51231838,5.534558765,0.097274379,2,-68.2
7153,0.284081012,0,0,39.99666667,211,10121472,119,636664,6,4,24,284.3753598,218,286.7766667,0.060614111,-0.758398947,-0.651790639,0.984807753,0.173648178,1,0,5.653805366,5.662184716,0.084395497,3,-71.66666667
7154,0.350364,0,0,41.8225,210.5,10121472,485,636664,6,3,24,213.8108857,219,218.4175,0.045587268,0.833525365,-0.552481191,-0.64278761,0.766044443,1,0,5.36975804,5.390976308,0.112248728,2,-66.25
7155,0.484048992,0,0,40.18,202,10121472,485,636664,6,3,24,150.194208,221,159.61,0.019319614,0.998855919,0.047821051,-0.64278761,0.766044443,1,0,5.018565156,5.078979066,0.159793112,1,-76
7156,0.528515995,0,0,49.015,200.5,10121472,485,636664,6,3,24,244.4607365,223,251.57,0.042892318,0.305933161,-0.952052993,-0.64278761,0.766044443,1,0,5.503137002,5.531688438,0.098175274,2,-69
7157,0.526628971,0,0,45.31,198.6,10121472,485,636664,6,3,24,200.6421895,224,213.048,0.058687162,0.590175914,-0.807274668,-0.64278761,0.766044443,1,0,5.306494788,5.366200289,0.119615919,1,-71.6
7158,0.501919985,0,0,49.4475,197.5,10121472,485,636664,6,3,24,61.54143819,224,85.0075,0.106096104,0.939911181,0.341419056,-0.64278761,0.766044443,1,0,4.135829348,4.454434502,0.38998113,0,-73.5
7159,0.437653005,0.003609296,12.28455568,39.0975,208,10121472,484,636664,6,3,24,134.3888029,227,153.925,0.147812223,0.989197404,-0.146589546,-0.5,-0.866025404,1,0,4.908150661,5.042941129,0.178586306,0,-70.75
7160,0.48367399,0.423693596,12.28455568,17.575,222,10121472,483,636664,6,3,24,130.6866776,231,145.9283333,0.143563272,0.821596734,-0.570069125,0.766044443,0.64278761,1,0,4.880425446,4.989944939,0.183645344,0,-70.66666667
7161,0.366791993,0.216980748,12.28455568,11.28058824,193.7647059,10121472,484,636664,6,3,24,65.35779684,233,100.2505882,0.118938396,-0.92100706,0.389545883,-0.5,-0.866025404,1,0,4.195061265,4.617598515,0.367209435,0,-69.52941176
7162,0.321206987,0,0,7.6,187.5555556,10121472,484,636664,6,3,24,58.1940587,234,89.9,0.103143552,-0.895111747,0.445841857,-0.5,-0.866025404,1,0,4.080821177,4.509760001,0.412413228,0,-70
7163,0.294256002,0,0,24.315,200.875,10121472,484,636664,6,3,24,97.12683949,231,111.75875,0.05573461,-0.982417052,0.186699586,-0.5,-0.866025404,1,0,4.586260922,4.725250581,0.247099565,0,-58.375
7164,0.443210989,0,0,30.14909091,198.1818182,10121472,484,636664,6,3,24,120.5783585,228,133.8636364,0.014018491,-0.981695756,0.19045588,-0.5,-0.866025404,1,0,4.800558981,4.904264167,0.199040691,0,-58.18181818
7165,0.535381973,0,0,25.73125,206.875,10121472,484,636664,6,3,24,157.109295,227,164.70125,0.002963258,-0.983671707,0.179972146,-0.5,-0.866025404,1,0,5.063286534,5.110186468,0.152759898,1,-55.875
7166,0.552344024,0,0,34.48,216.25,10121472,484,636664,6,3,24,183.5434164,229,187.9075,-6.25E-18,-0.992442862,0.122707642,-0.5,-0.866025404,1,0,5.217884755,5.241257477,0.130759252,1,-62.75
7167,0.553223014,0,0,17.44214286,219.5714286,10121472,484,636664,6,3,24,213.3762726,235,216.4928571,7.55E-19,-0.997701298,0.06776518,-0.5,-0.866025404,1,0,5.367732754,5.382166009,0.11247736,2,-60.07142857
7168,0.543615997,0,0,34.47666667,226.3333333,10121472,484,636664,6,3,24,234.4138803,243,236.2866667,-4.24E-18,-0.996442824,0.08427158,-0.5,-0.866025404,1,0,5.461345158,5.469268974,0.102383015,2,-65.33333333
7169,0.511556983,0,0,39.205,239,10121472,484,636664,6,3,24,272.6860249,260,273.23,-2.35E-18,-0.993091856,0.117339528,-0.5,-0.866025404,1,0,5.611981555,5.61396717,0.088013311,3,-65
7170,0.519921005,0,0,41.08,243,10121472,484,636664,6,3,24,289.0309303,266,289.32,-4.54E-17,-0.993017964,0.117963231,-0.5,-0.866025404,1,0,5.669987574,5.670983763,0.083036095,3,-70
7171,0.547397971,0,0,50.77333333,250,10121472,484,636664,6,3,24,334.6403193,269,334.6966667,-5.04E-17,-0.997580086,0.069526772,-0.5,-0.866025404,1,0,5.816040108,5.816207975,0.071718793,3,-78
7172,0.572641015,0,0,44.00666667,256,10121472,484,636664,6,3,24,362.2848656,272,362.2866667,-4.90E-17,-0.998250368,0.059128689,-0.5,-0.866025404,1,0,5.89518728,5.895192238,0.066246212,4,-70.33333333
7173,0.575725973,0,0,44.765,253,10121472,327,636664,0,4,24,1315.659443,274,1316.77,-4.24E-17,-0.644296157,-0.764776087,0.342020143,0.939692621,1,0,7.182853083,7.183696193,0.018241803,9,-80
7174,0.57949698,0,0,50.4075,265.5,10121472,484,636664,6,3,24,655.2987009,276,655.55,-3.37E-17,-0.986139743,-0.165916868,-0.5,-0.866025404,1,0,6.486616022,6.486998852,0.036624519,6,-73.25
7175,0.596454024,0,0,46.11114583,265.34375,10121472,384.5,636664,3,3.5,24,852.5696579,278,853.1636458,-7.36E-18,-0.999569429,-0.029342066,0.999048222,-0.043619387,1,0,6.749427153,6.750122798,0.028150192,7,-74.41666667
7176,0.606164992,0,0,45.145,269,10121472,400,636664,6,3,24,545.5455562,280,545.725,-9.03E-18,-0.588592682,0.808429747,0.866025404,-0.5,1,0,6.303617664,6.303945934,0.04399266,6,-73
7177,0.605421007,0,0,31.41,266.375,10121472,327,636664,0,4,24,1297.786285,284,1298.34375,-9.03E-18,-0.833631436,-0.552321129,0.342020143,0.939692621,1,0,7.16918548,7.169614608,0.018493029,9,-75.75
7178,0.608030975,0,0,32.51,261.5,10121472,327,636664,0,4,24,1406.111288,289,1406.86,-9.03E-18,-0.709465518,-0.70474015,0.342020143,0.939692621,1,0,7.24929415,7.2498261,0.01706835,9,-73
7179,0.623718977,0,0,33.37333333,266.3333333,10121472,484,636664,6,3,24,567.4589865,293,567.5533333,-9.03E-18,-0.998796746,0.04904142,-0.5,-0.866025404,1,0,6.342929167,6.343095123,0.042293805,6,-71
7180,0.601751029,0,0,22.07,275,10121472,484,636664,6,3,24,596.9054554,294,597.205,-9.03E-18,-0.999641438,0.026776784,-0.5,-0.866025404,1,0,6.39343264,6.393933505,0.040207372,6,-72
7181,0.581718981,0,0,25.36333333,281.7777778,10121472,327,636664,0,4,24,1165.688502,295,1166.193333,-9.03E-18,-0.960765349,-0.277362479,0.342020143,0.939692621,1,0,7.061924675,7.062357285,0.020588691,8,-77.77777778
7182,0.586975992,0,0,29.07666667,284.6666667,10121472,327,636664,0,4,24,1497.03521,295,1497.256667,-9.03E-18,-0.74512461,-0.66692527,0.342020143,0.939692621,1,0,7.311909668,7.312057489,0.016031687,9,-76
7183,0.582334995,0,0,34.65,301,10121472,327,636664,0,4,24,1521.332456,292,1521.345,-9.03E-18,-0.753288754,-0.657689937,0.342020143,0.939692621,1,0,7.327998948,7.328007188,0.015775644,9,-75.25
7184,0.600920022,0,0,18.18,297,10121472,327,636664,0,4,24,1554.396564,291,1554.44,-9.03E-18,-0.763372934,-0.64595802,0.342020143,0.939692621,1,0,7.349485817,7.349513743,0.015440075,9,-78
7185,0.617802024,0,0,20.33533333,288.8,10121472,327,636664,0,4,24,1439.7734,294,1440.119333,-9.03E-18,-0.697909985,-0.716185488,0.342020143,0.939692621,1,0,7.272935332,7.273175405,0.01666929,9,-77.53333333
7186,0.60306102,0,0,47.16,297,10121472,327,636664,0,4,24,1576.120927,300,1576.15,-9.03E-18,-0.777828811,-0.628476205,0.342020143,0.939692621,1,0,7.363356266,7.3633747,0.015227258,9,-81
7187,0.640348971,0,0,42.599,290.2,10121472,327,636664,0,4,24,1574.903414,300,1575.032,-9.03E-18,-0.784091987,-0.620644629,0.342020143,0.939692621,1,0,7.362583983,7.362665575,0.01523903,9,-80.4
7188,0.696870029,0,0,36.90163111,288.7448889,10121472,327,636664,0,4,24,1585.026345,291,1585.203116,-9.03E-18,-0.791272617,-0.611463527,0.342020143,0.939692621,1,0,7.368987013,7.369098462,0.015141704,9,-79.83644444
7189,0.683632016,0,0,32.25055556,291.6666667,10121472,327,636664,0,4,24,1617.366207,278,1617.502593,-9.03E-18,-0.81806007,-0.575132786,0.342020143,0.939692621,1,0,7.389172405,7.389256675,0.01483894,9,-79.18518519
7190,0.669782996,0,0,33.00546296,297.1481481,10121472,327,636664,0,4,24,1636.867142,267,1636.925556,-9.03E-18,-0.823970924,-0.566632082,0.342020143,0.939692621,1,0,7.401150151,7.401185815,0.014662155,9,-79.05555556
7191,0.636933029,0,0,33.30703704,300.0740741,10121472,327,636664,0,4,24,1653.394974,258,1653.408889,-9.03E-18,-0.828378838,-0.56016828,0.342020143,0.939692621,1,0,7.411190646,7.411199057,0.014515588,9,-79
7192,0.620154977,0,0,26.93241667,266.7583333,10121472,432,636664,3.6,4.6,24,981.0611474,256,988.6849167,-9.03E-18,0.900717252,-0.434405839,0.939692621,-0.342020143,1,0,6.889653575,6.897386627,0.024463307,8,-86.8
7193,0.593779981,0,0,24.87125,245.375,10121472,502,636664,6,5,24,527.7070231,258,540.22875,-9.03E-18,0.583903036,0.811823407,0.173648178,-0.984807753,1,0,6.270434447,6.293842018,0.045479781,6,-92
7194,0.599160016,0,0,20.575,247,10121472,502,636664,6,5,24,514.5632974,261,527.04,-9.03E-18,0.582579651,0.812773616,0.173648178,-0.984807753,1,0,6.245260084,6.269172038,0.046641492,5,-89
7195,0.644773006,0,0,25.67,255,10121472,502,636664,6,5,24,490.9366182,264,502.25,-9.03E-18,0.577017849,0.816731536,0.173648178,-0.984807753,1,0,6.198349883,6.221087065,0.048886148,5,-89
7196,0.585593998,0,0,23.93153333,247.42,10121472,432,636664,3.6,4.6,24,993.6012928,265,1002.5274,-9.03E-18,0.960759442,-0.27738294,0.939692621,-0.342020143,1,0,6.902341946,6.911276472,0.024154558,8,-87.94666667
7197,0.519518971,0,0,34.615,252,10121472,327,636664,0,4,24,1857.603611,264,1858.42,-9.03E-18,-0.842146997,-0.539248028,0.342020143,0.939692621,1,0,7.527580738,7.52801989,0.012919872,9,-81
7198,0.52482003,0,0,23.94,221,10121472,502,636664,6,5,24,447.872711,261,469.255,-9.03E-18,0.403655512,0.914911049,0.173648178,-0.984807753,1,0,6.106739353,6.153275101,0.053586654,5,-101
7199,0.545113981,0,0,28.43354167,222.0416667,10121472,502,636664,6,5,24,437.7536944,258,459.458125,-9.03E-18,0.378533045,0.925587777,0.173648178,-0.984807753,1,0,6.083938195,6.132221918,0.054825351,5,-95.6875
7200,0.601495981,0,0,29.72333333,220.3333333,10121472,502,636664,6,5,24,410.147229,256,433.6,-9.03E-18,0.349905578,0.936784973,0.173648178,-0.984807753,1,0,6.018951372,6.074426068,0.058515573,4,-93.5
7201,0.383143008,0,0,30.26285714,210.4285714,10121472,535,636664,0,4,24,596.6957256,203,597.3585714,0.111451359,0.728958511,-0.684557878,-0.939692621,0.342020143,1,0,6.393081804,6.394190192,0.040221505,6,-78.57142857
7202,0.363954008,0.017883923,11.94711571,21.25888889,212.2222222,10121472,535,636664,0,4,24,380.1676381,203,380.6255556,0.166556911,0.999997819,-0.002088502,-0.939692621,0.342020143,1,0,5.943239273,5.944439907,0.063130045,4,-78
7203,0.383798003,0.078271662,11.94711571,25.84,217,10121472,535,636664,0,4,24,107.2800244,203,107.3975,0.216232553,0.886653445,-0.462434502,-0.939692621,0.342020143,1,0,4.68472069,4.685805026,0.223713594,0,-75.5
7204,0.469137013,0.06369282,24.71877368,26.73714286,217,10121472,535,636664,0,4,24,77.9444469,203,78.10571429,0.206541764,0.8058104,-0.592173622,-0.939692621,0.342020143,1,0,4.368744401,4.370785114,0.307911604,0,-74
7205,0.468437999,0.45127,24.71877368,27.055,218.5,10121472,535,636664,0,4,24,51.22226793,204,51.3575,0.156525432,0.65815117,-0.752885806,-0.939692621,0.342020143,1,0,3.955508993,3.958095194,0.46854621,0,-73.75
7206,0.414561987,0.365081855,24.71877368,26.31,194,10121472,535,636664,0,4,24,37.55581128,203,51.6825,0.125296287,-0.007507585,-0.999971818,-0.939692621,0.342020143,1,0,3.652106835,3.964283332,0.639048886,0,-68.25
7207,0.472451001,0,0,29.5975,194,10121472,534,636664,0,4,24,53.58950349,199,68.31916667,0.070190735,-0.451260222,-0.892392409,0.64278761,0.766044443,1,0,3.99984162,4.238721443,0.447848888,0,-69.75
7208,0.372438997,0,0,25.624,251,10121472,534,636664,0,4,24,79.25631434,196,84.418,0.020515093,-0.71105149,-0.703139942,0.64278761,0.766044443,1,0,4.385225442,4.447556851,0.302814986,0,-74
7209,0.335224003,0,0,26.405,243,10121472,534,636664,0,4,24,95.03600599,192,98.225,-1.39E-17,-0.877441864,-0.479682994,0.64278761,0.766044443,1,0,4.564723184,4.597389999,0.252535863,0,-75
7210,0.345284998,0,0,26.6,251,10121472,534,636664,0,4,24,135.2410421,191,138.32,-2.35E-17,-0.944892672,-0.327380266,0.64278761,0.766044443,1,0,4.914425685,4.936773445,0.177460921,0,-77
7211,0.313538998,0,0,26.61666667,250,10121472,534,636664,0,4,24,153.0300474,193,155.5766667,-3.41E-17,-0.961274154,-0.275593904,0.64278761,0.766044443,1,0,5.037147696,5.053545773,0.156831944,1,-77
7212,0.255048007,0,0,27.618,250.4,10121472,534,636664,0,4,24,572.7388,195,573.654,0.003081005,-0.959867897,-0.280452529,0.64278761,0.766044443,1,0,6.35217424,6.353768121,0.041903918,6,-79.6
7213,0.282276988,0,0,28.764,250.8,10121472,467,636664,0,4,24,597.7093138,196,598.522,0.003586752,-0.959928565,-0.280244805,0.939692621,0.342020143,1,0,6.394776195,6.396132671,0.040153298,6,-80.8
7214,0.347469002,0,0,27.152,250,10121472,884,636664,0,5,24,477.8498671,198,478.594,0.003586752,-0.561410078,-0.827537748,0.5,0.866025404,1,0,6.171387118,6.172939913,0.05022498,5,-83.6
7215,0.321595997,0,0,26.63333333,249.5,10121472,419,636664,0,8,24,788.5058329,200,789.0733333,0.003586752,-0.900122392,-0.435637096,0.939692621,-0.342020143,1,0,6.671407222,6.672125768,0.030437314,7,-80
7216,0.262986988,0,0,25.94,249,10121472,419,636664,0,8,24,762.2878521,200,762.7325,0.003586752,-0.776774633,-0.629778667,0.939692621,-0.342020143,1,0,6.637635224,6.638217597,0.03148417,7,-80
7217,0.29065901,0,0,30.14,250,10121472,467,636664,0,4,24,1086.783099,200,1086.8275,0.010668215,-0.963552973,0.267517603,0.939692621,0.342020143,1,0,6.99189705,6.991937867,0.022083523,8,-81
7218,0.413253993,0,0,33.675,250,10121472,467,636664,0,4,24,1112.774039,200,1112.82,0.013708553,-0.965044812,0.262084929,0.939692621,0.342020143,1,0,7.015509562,7.015550828,0.021567721,8,-81
7219,0.496089995,0,0,50.19555556,243.5555556,10121472,884,636664,6,3,24,512.0452286,203,512.5766667,0.047054029,0.46085541,-0.887475234,0.5,0.866025404,1,0,6.240364006,6.24139932,0.046870859,5,-79.44444444
7220,0.304024011,0.007551924,7.847107176,38.12714286,238.5,10121472,884,636664,0,5,24,723.0772634,212,723.7278571,0.081281168,-0.241673264,-0.970357683,0.5,0.866025404,1,0,6.584898104,6.585796215,0.033191474,7,-76.78571429
7221,0.318756014,0.126577891,7.847107176,34.13714286,243.1428571,10121472,467,636664,0,4,24,663.8091855,215,664.1328571,0.148799572,-0.450338902,-0.892857701,0.939692621,0.342020143,1,0,6.49950006,6.499986806,0.036154968,6,-77.42857143
7222,0.240076005,0.075282555,18.40223168,28.96454545,244.8181818,10121472,622,636664,6,3,24,330.2067082,216,330.3163636,0.177002159,0.442784717,-0.896627957,-0.5,0.866025404,1,0,5.802742677,5.8030737,0.072681745,3,-77.90909091
7223,0.237629995,0.156555161,22.46819248,30.18916667,244.75,10121472,884,636664,0,5,24,486.9247945,216,487.2241667,0.222084427,0.254484664,-0.96707681,0.5,0.866025404,1,0,6.190161284,6.190774658,0.049288926,5,-78.75
7224,0.212973997,0.059512959,26.03376768,31.26333333,232.5,10121472,622,636664,6,3,24,287.9655758,217,290.3983333,0.235704599,0.822811864,-0.568313854,-0.5,0.866025404,1,0,5.666307566,5.674691174,0.083343295,3,-69.83333333
7225,0.215554997,0.133869574,16.01201468,46.025,293,10121472,623,636664,6,3,24,74.17074471,218,88.37,0.210263022,0.708777904,-0.7054317,-0.5,-0.866025404,1,0,4.319762122,4.492785055,0.323577709,0,-77
7226,0.263094991,0.018154907,16.01201468,52.165,255.5,10121472,622,636664,6,3,24,60.4037293,217,61.31,0.142744618,0.40728175,-0.913302565,-0.5,0.866025404,1,0,4.117470571,4.132121927,0.397326455,0,-78
7227,0.243479997,0,0,32.21666667,194.6666667,10121472,622,636664,6,3,24,61.29170258,217,79.38,0.104379564,-0.291443655,-0.956587997,-0.5,0.866025404,1,0,4.131828232,4.386765389,0.391570124,0,-54.33333333
7228,0.228917003,0,0,29.58846154,201.5384615,10121472,152,636664,6,3,24,138.7893158,217,147.9269231,0.05575121,0.477092984,-0.878852823,-0.939692621,0.342020143,1,0,4.940136402,5.003455737,0.172923972,1,-56.46153846
7229,0.237232998,0,0,31.91785714,201,10121472,152,636664,6,3,24,177.0943416,218,182.715,0.011415925,0.924268792,-0.381742322,-0.939692621,0.342020143,1,0,5.182313419,5.213385644,0.135520986,1,-59.28571429
7230,0.251825005,0,0,44.22,201.7142857,10121472,152,636664,6,3,24,163.9034179,218,169.0042857,0.027547297,0.982254335,-0.187553782,-0.939692621,0.342020143,1,0,5.105359956,5.135823647,0.146427696,1,-58.28571429
7231,0.263877004,0,0,46.316,201.4,10121472,621,636664,6,3,24,143.987294,218,149.974,0.141113884,0.598346321,-0.801237593,0.866025404,-0.5,1,0,4.976646111,5.017107637,0.166681373,1,-56.4
7232,0.208643004,0.055137157,7.705312976,45.76833333,201.3333333,10121472,152,636664,6,3,24,124.4558068,218,131.1816667,0.175721534,0.983064965,-0.183257401,-0.939692621,0.342020143,1,0,4.83195356,4.884177239,0.192839534,0,-56.16666667
7233,0.137879997,0.920655119,7.705312976,40.41285714,200.8571429,10121472,150,636664,6,3,24,86.33973615,218,95.73428571,0.177737327,0.877870739,0.478897657,1.22E-16,-1,1,0,4.469805527,4.571967897,0.277971659,0,-55
7234,0.209141999,0.391664587,7.705312976,27.50454545,200.6363636,10121472,150,636664,6,3,24,66.61955277,217,78.49909091,0.219893924,0.679415755,0.733753522,1.22E-16,-1,1,0,4.213897183,4.375745587,0.36025459,0,-53.90909091
7235,0.335759997,0,0,37.36666667,203.6666667,10121472,152,636664,6,3,24,49.16081879,217,62.82333333,0.270856083,0.405526434,0.914083317,-0.939692621,0.342020143,1,0,3.91523422,4.15611885,0.488193649,0,-57.5
7236,0.232056007,0.232511112,20.06548368,45.6,235.3333333,10121472,621,636664,6,3,24,201.7125929,217,202.02,0.266533777,-0.963482807,0.267770201,0.866025404,-0.5,1,0,5.311789177,5.313304496,0.118981168,1,-68
7237,0.214791998,0.184352912,20.06758267,46.78,232.6,10121472,151,636664,6,3,24,59.34343363,218,60.088,0.341856112,-0.671044514,0.741417062,0.5,0.866025404,1,0,4.100052137,4.112315448,0.40442553,0,-74.8
7238,0.225644007,0.884528026,22.14471468,40.03714286,225.8571429,10121472,188,636664,6,4,24,470.7178406,218,471.0957143,0.424106686,0.554417458,-0.832238717,-1,-1.84E-16,1,0,6.156381011,6.15718175,0.050985958,5,-77.42857143
7239,0.208467007,0.71496363,22.14471468,40.24937202,216.6904762,10121472,456.5,636664,6,3.375,24,411.3696656,218,412.8010893,0.451089566,0.30509496,-0.952321934,-0.707106781,-0.707106781,1,0,6.021920194,6.025385398,0.058341686,4,-75.37232143
7240,0.202430993,0.416749482,40.18444568,36,207,10121472,485,636664,6,3,24,564.0381719,218,565.68,0.45528487,0.958189607,0.286134019,-0.64278761,0.766044443,1,0,6.33689329,6.339794771,0.042550312,6,-77
7241,0.247003004,0.301346178,24.01275102,49.875,202,10121472,401,636664,6,3,24,824.3340593,218,826.035,0.411427649,0.876562952,0.481287223,-1,-1.84E-16,1,0,6.715788225,6.717847016,0.02911441,7,-74
7242,0.233924001,0.628954081,21.65279925,37.85,203.6,10121472,1005,636664,6,12,24,1052.808564,217,1059.956,0.301497664,-0.580169397,-0.814495838,0.766044443,0.64278761,1,0,6.960166085,6.966925667,0.022796167,8,-79.6
7243,0.242429003,0.747556667,17.21809654,46.98,201,10121472,188,636664,6,4,24,454.4831919,212,456.51,0.217231298,0.771395043,0.636356573,-1,-1.84E-16,1,0,6.121358816,6.125798742,0.052807233,5,-78
7244,0.539177001,0,0,46.49,193.6666667,10121472,188,636664,6,4,24,359.4368113,209,363.7266667,0.145461457,0.999812586,0.019359544,-1,-1.84E-16,1,0,5.887316661,5.899148215,0.066771124,4,-72.33333333
7245,0.420608997,0,0,47.63,194,10121472,188,636664,6,4,24,409.0540962,211,412.1,0.06538706,0.698317935,0.715787721,-1,-1.84E-16,1,0,6.016289093,6.023689694,0.058671946,4,-67
7246,0.340959996,0,0,40.6975,190.375,10121472,119,636664,6,4,24,259.1094097,215,265.91625,0.015138827,0.509853804,-0.860261064,0.984807753,0.173648178,1,0,5.561102349,5.586934939,0.092624965,2,-69.375
7247,0.285156012,0,0,38.47,194.2857143,10121472,188,636664,6,4,24,301.9865806,217,306.8171429,0.040682968,0.971108509,-0.238638351,-1,-1.84E-16,1,0,5.713688516,5.729505915,0.07947373,3,-72.85714286
7248,0.239970997,0.240182963,24.93935268,29.41166667,205.1666667,10121472,119,636664,6,4,24,269.4238137,218,272.8283333,0.05755538,0.596115041,-0.802899034,0.984807753,0.173648178,1,0,5.599990409,5.612501389,0.089078985,3,-70.33333333
7249,0.222830996,0.165866545,24.93935268,41.7025,209.5,10121472,119,636664,6,3,24,273.8433502,222,277.2225,0.063186223,0.514074842,-0.857745333,-0.64278761,0.766044443,1,0,5.6162013,5.628421153,0.087641346,3,-72.5
7250,0.317360997,0,0,40.245,209,10121472,119,636664,6,4,24,247.7653609,224,250.82,0.066145853,-0.523618354,-0.851952944,0.984807753,0.173648178,1,0,5.516510126,5.528714547,0.09686584,2,-73
7251,0.354456991,0,0,40.43,209.6666667,10121472,485,636664,6,3,24,270.8330079,224,274.35,0.051007026,0.716000503,-0.698099764,-0.64278761,0.766044443,1,0,5.605187936,5.618043016,0.088615491,3,-73.66666667
7252,0.287671,0,0,36.77,210.5,10121472,119,636664,6,4,24,286.7073623,221,289.15,0.025462885,-0.655720487,-0.755003737,0.984807753,0.173648178,1,0,5.66194386,5.670398031,0.083709046,3,-65
7253,0.308364004,0,0,41.337375,211.9145833,10121472,210.5,636664,6,3.75,24,278.979034,219,281.9131458,0.008590473,-0.193731884,-0.981054513,0.64278761,-0.766044443,1,0,5.634714722,5.645139945,0.08602797,3,-67.34791667
7254,0.346778005,0,0,49.755,215.5,10121472,119,636664,6,4,24,327.8193873,220,329.43,0.00295963,-0.746446047,-0.66544594,0.984807753,0.173648178,1,0,5.795508625,5.800394837,0.073211045,3,-67
7255,0.465133011,0,0,44.36,211,10121472,485,636664,6,3,24,149.4475229,222,156.29,1.45E-16,0.995121731,-0.098654651,-0.64278761,0.766044443,1,0,5.013614338,5.058091235,0.160591486,1,-66.25
7256,0.519726992,0,0,43.43,200,10121472,485,636664,6,3,24,115.9815413,222,128.86,1.45E-16,0.993484429,-0.113967933,-0.64278761,0.766044443,1,0,4.762016156,4.866456947,0.206929478,0,-68.66666667
7257,0.527525008,0,0,40.63333333,198.3333333,10121472,119,636664,6,4,24,304.6243515,223,311.7366667,0.003097577,-0.2396631,-0.970856116,0.984807753,0.173648178,1,0,5.722356738,5.745361516,0.078785559,3,-72.66666667
7258,0.521395028,0,0,45.055,198.5,10121472,485,636664,6,3,24,53.48012059,224,78.7,0.049580388,0.977277112,-0.211965673,-0.64278761,0.766044443,1,0,3.997835875,4.378269586,0.448764873,0,-68.5
7259,0.489634007,0,0,40.39333333,201.8333333,10121472,484,636664,6,3,24,28.92130979,226,61.65166667,0.084181917,0.981356161,-0.192198035,-0.5,-0.866025404,1,0,3.398570929,4.137590284,0.829837907,0,-72.5
7260,0.40952301,0,0,15.251875,193.75,10121472,484,636664,6,3,24,13.57010266,230,63.925625,0.091976787,-0.545587119,-0.838054113,-0.5,-0.866025404,1,0,2.678971666,4.173242384,1.768593712,0,-71.125
7261,0.31891799,0,0,22.89714286,192.8571429,10121472,484,636664,6,3,24,26.64191965,232,69.21285714,0.094940045,-0.996002859,-0.089321361,-0.5,-0.866025404,1,0,3.319333448,4.251531444,0.900835954,0,-69
7262,0.29411599,0.068006378,11.84666183,15.26333333,191.6666667,10121472,483,636664,6,3,24,66.83920792,232,93.14833333,0.091842468,-0.981494714,-0.191489231,0.766044443,0.64278761,1,0,4.217140316,4.544871553,0.359070677,0,-61.16666667
7263,0.280710995,0.07408145,10.14936768,12.38,191.5454545,10121472,484,636664,6,3,24,88.6860986,230,109.99,0.045359657,-0.999686214,-0.025049433,-0.5,-0.866025404,1,0,4.49631578,4.709440107,0.270617381,0,-65.45454545
7264,0.356970996,0,0,19.14923077,192.6923077,10121472,483,636664,6,3,24,122.9353914,229,138.5146154,0.010758128,-0.999724211,-0.023484089,0.766044443,0.64278761,1,0,4.819760393,4.938169366,0.195224496,0,-61.53846154
7265,0.459695011,0,0,20.035,191.1666667,10121472,484,636664,6,3,24,150.8538522,228,164.2375,0.002963258,-0.995892098,-0.090547939,-0.5,-0.866025404,1,0,5.02291856,5.107383833,0.159094378,1,-62.91666667
7266,0.488112986,0,0,23.36375,209.5625,10121472,484,636664,6,3,24,184.8013343,228,190.675625,1.31E-16,-0.998531283,-0.054178189,-0.5,-0.866025404,1,0,5.224678008,5.25580449,0.129869191,1,-61.125
7267,0.515604973,0,0,24.92428571,222.2142857,10121472,484,636664,6,3,24,214.5592751,230,217.3064286,1.38E-16,-0.999644947,-0.026645435,-0.5,-0.866025404,1,0,5.37323593,5.385899712,0.111857201,2,-60.42857143
7268,0.549497008,0,0,33.71142857,231.8571429,10121472,484,636664,6,3,24,236.2113743,235,237.47,1.33E-16,-0.999411636,-0.034298422,-0.5,-0.866025404,1,0,5.468951618,5.474243516,0.101603913,2,-66.14285714
